766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
1503.76
1537.73



1161.88
991.53
796.72
1336.3
1141.5
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
817.78
1026.01
1178.86
801.13
1161.88
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
806.23
1322.54
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
1537.73



1178.86
822.2
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
1195.85
1158.48
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45
45
45.01
45.01
45.01
45.01
45.01
766.15
45
45.01
45.01
45.01
45.01
45.01
766.83
